field_type,name,variableName,required,description,selectType,minValue,maxValue,stepValue,defaultValue,unitLabel,minLength,maxLength,lastModifiedBy,picklistOptionType,quantitySelectionLinked,defaultType,defaultBomType,defaultParentProduct,defaultUom,defaultPricingProductSellingModelId,defaultPricingStartDate,defaultPricingEndDate,dataSource,tableName,labelColumn,valueColumn,orderColumn,descriptionColumn,imageUrlColumn,referenceFieldName
PicklistField,Office Chair Lumbar Support,officeChairLumbarSupport,false,,single,,,,,,,,,TEXT,,,,,,,,,STATIC,,,,,,,
